	New York	New Jersey	New York City
7/1/2012	132.7807962	126.2701418	167.8628674
8/1/2012	133.1001387	126.4518357	168.4733821
9/1/2012	133.5232679	126.6423223	169.0867216
10/1/2012	133.9833048	126.7873181	169.6966949
11/1/2012	134.3763978	126.9766546	170.3064018
12/1/2012	134.8422834	127.2494832	170.9259869
1/1/2013	135.2626808	127.5432817	171.5639332
2/1/2013	135.7602023	127.8373027	172.2279725
3/1/2013	136.2103662	128.0181424	172.9215923
4/1/2013	136.6351276	128.156243	173.6451316
5/1/2013	137.0371451	128.3431362	174.4006138
6/1/2013	137.5147042	128.5914421	175.1933295
7/1/2013	137.9709054	128.8604429	176.0273549
8/1/2013	138.4973169	129.0986944	176.9017393
9/1/2013	139.0601273	129.277884	177.8175142
10/1/2013	139.7039832	129.5265788	178.7719945
11/1/2013	140.2786762	129.7898001	179.7560335
12/1/2013	140.7819254	129.9823174	180.7593353
1/1/2014	141.2382582	130.0866034	181.7782183
2/1/2014	141.7220166	130.185284	182.814362
3/1/2014	142.2412029	130.5120009	183.8698809
4/1/2014	142.7817375	130.8612188	184.9447817
5/1/2014	143.4157845	131.1924088	186.0339153
6/1/2014	144.027778	131.404492	187.1305591
7/1/2014	144.8063241	131.5745286	188.2274362
8/1/2014	145.4721385	131.7744563	189.3186198
9/1/2014	146.1706127	132.0032093	190.3983498
10/1/2014	146.8001042	132.1728578	191.4630423
11/1/2014	147.4000899	132.3448296	192.5104502
12/1/2014	148.0182372	132.5360827	193.5400676
1/1/2015	148.6977862	132.7490581	194.5512961
2/1/2015	149.2547257	132.9974273	195.544007
3/1/2015	149.8163373	133.2747829	196.5188878
4/1/2015	150.4151475	133.5228149	197.4782348
5/1/2015	151.0849744	133.7967293	198.424133
6/1/2015	151.7267904	134.0796383	199.3526914
7/1/2015	152.2260301	134.4364195	200.2565101
8/1/2015	152.7324337	134.8259032	201.1295191
9/1/2015	153.0989835	135.2106322	201.9697268
10/1/2015	153.4635285	135.5886561	202.777449
11/1/2015	153.8997877	135.9380498	203.5512356
12/1/2015	154.3213301	136.2387327	204.2938045
1/1/2016	154.7797587	136.5716931	205.008664
2/1/2016	155.2775117	136.8647881	205.6963151
3/1/2016	155.8284889	137.0844684	206.3589904
4/1/2016	156.3598285	137.3835881	207.0003884
5/1/2016	156.7602851	137.6496998	207.6255858
6/1/2016	157.1266397	137.9647565	208.2433145
7/1/2016	157.398556	138.2731161	208.8608315
8/1/2016	157.6333132	138.4800132	209.4844697
9/1/2016	157.8166755	138.6771184	210.1216585
10/1/2016	157.9699908	138.9463398	210.7820648
11/1/2016	158.2860874	139.2406508	211.4773343
12/1/2016	158.7385377	139.5585802	212.2098368
1/1/2017	159.2695359	139.7698727	212.9722667
2/1/2017	159.9321643	140.0152476	213.7469226
3/1/2017	160.5792255	140.0505446	214.5256839
